,Unnamed: 0,appln_id,patent_office,filing_date,lat,lng,ctry_code,name_0,name_1,name_2,name_3,name_4,name_5,city,coord_source,source,type
138,17611097,51184333,US,2000-01-03,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
782,17610010,51182272,US,2000-01-03,43.7735,-79.5293,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
779,17610001,51182258,US,2000-01-03,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
777,17609999,51182258,US,2000-01-03,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
659,191725,4321084,WO,2000-01-03,45.5126,-73.6468,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Mont-Royal,,,Mont-Royal,geolocalization,3,priority
432,17612471,51187348,US,2000-01-03,44.6488,-63.5752,CA,Canada,Nova Scotia,Halifax,Halifax,,,Halifax,geolocalization,1,priority
322,17613853,51189796,US,2000-01-03,49.3349,-123.167,CA,Canada,British Columbia,Greater Vancouver,West Vancouver,,,West Vancouver,geolocalization,1,continual
778,17610000,51182258,US,2000-01-03,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
144,17611103,51184333,US,2000-01-03,49.1913,-122.849,CA,Canada,British Columbia,Greater Vancouver,Surrey,,,Surrey,geolocalization,1,priority
143,17611102,51184333,US,2000-01-03,49.1913,-122.849,CA,Canada,British Columbia,Greater Vancouver,Surrey,,,Surrey,geolocalization,1,priority
142,17611101,51184333,US,2000-01-03,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
141,17611100,51184333,US,2000-01-03,45.3088,-75.8987,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
140,17611099,51184333,US,2000-01-03,45.4287,-75.7134,CA,Canada,Québec,Communauté-Urbaine-de-l'Outaouais,Hull,,,Hull,geolocalization,1,priority
139,17611098,51184333,US,2000-01-03,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
182,17611035,51184116,US,2000-01-03,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
1655,17614544,51191049,US,2000-01-04,45.4548,-73.5699,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Verdun,,,Verdun,geolocalization,1,priority
1682,17614886,51191584,US,2000-01-04,45.4548,-73.5699,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Verdun,,,Verdun,geolocalization,1,priority
1684,17614888,51191584,US,2000-01-04,45.7773,-73.6324,CA,Canada,Québec,Les Moulins,Mascouche,,,Mascouche,geolocalization,1,priority
1686,17614890,51191584,US,2000-01-04,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
1721,17614859,51191553,US,2000-01-04,45.7533,-73.4401,CA,Canada,Québec,L'Assomption,Repentigny,,,Repentigny,geolocalization,1,priority
1697,17614863,51191553,US,2000-01-04,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
1699,17614862,51191553,US,2000-01-04,45.4548,-73.5699,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Verdun,,,Verdun,geolocalization,1,priority
1722,17614861,51191553,US,2000-01-04,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
1653,17614542,51191049,US,2000-01-04,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
1687,17614891,51191584,US,2000-01-04,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
1652,17614541,51191049,US,2000-01-04,45.7533,-73.4401,CA,Canada,Québec,L'Assomption,Repentigny,,,Repentigny,geolocalization,1,priority
1654,17614543,51191049,US,2000-01-04,45.7161,-73.5471,CA,Canada,Québec,Les Moulins,Lachenaie,,,Lachenaie,geolocalization,1,priority
1390,2071452,15706439,EP,2000-01-04,44.7497,-79.875,CA,Canada,Ontario,Simcoe,Midland,,,Midland,geolocalization,1,single
1549,17615153,51192127,US,2000-01-04,49.2488,-122.981,CA,Canada,British Columbia,Greater Vancouver,Burnaby,,,Burnaby,geolocalization,1,single
988,17614215,51190470,US,2000-01-04,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
1018,191723,4321077,WO,2000-01-04,43.7485,-79.3686,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
1085,17613951,51189994,US,2000-01-04,49.32,-123.072,CA,Canada,British Columbia,Greater Vancouver,North Vancouver City,,,North Vancouver City,geolocalization,1,priority
1087,17613953,51189994,US,2000-01-04,49.2488,-122.981,CA,Canada,British Columbia,Greater Vancouver,Burnaby,,,Burnaby,geolocalization,1,priority
1020,226033,4653976,CA,2000-01-04,49.2618,-123.102,CA,Canada,British Columbia,Greater Vancouver,Vancouver,,,Vancouver,geolocalization,1,priority
1089,17613955,51189994,US,2000-01-04,49.2488,-122.981,CA,Canada,British Columbia,Greater Vancouver,Burnaby,,,Burnaby,geolocalization,1,priority
1101,226102,4654874,CA,2000-01-04,49.1913,-122.849,CA,Canada,British Columbia,Greater Vancouver,Surrey,,,Surrey,geolocalization,2,priority
1113,191724,4321077,WO,2000-01-04,43.7485,-79.3686,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
1389,2071451,15706439,EP,2000-01-04,44.7497,-79.875,CA,Canada,Ontario,Simcoe,Midland,,,Midland,geolocalization,1,single
1088,17613954,51189994,US,2000-01-04,49.2827,-123.121,CA,Canada,British Columbia,Greater Vancouver,Vancouver,,,Vancouver,geolocalization,1,priority
3244,226046,4654039,CA,2000-01-05,43.4675,-79.6877,CA,Canada,Ontario,Halton,Oakville,,,Oakville,geolocalization,2,priority
3263,17618392,51198648,US,2000-01-05,53.5444,-113.491,CA,Canada,Alberta,Division No. 11,Edmonton,,,Edmonton,geolocalization,1,single
3262,17618376,51198617,US,2000-01-05,49.2723,-124.193,CA,Canada,British Columbia,Nanaimo,Nanaimo E,,,Nanaimo E,geolocalization,1,priority
3247,226049,4654039,CA,2000-01-05,43.808,-79.4591,CA,Canada,Ontario,York,Vaughan,,,Vaughan,geolocalization,2,priority
3246,226048,4654039,CA,2000-01-05,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,2,priority
3245,226047,4654039,CA,2000-01-05,43.808,-79.4591,CA,Canada,Ontario,York,Vaughan,,,Vaughan,geolocalization,2,priority
3227,226051,4654039,CA,2000-01-05,43.4675,-79.6877,CA,Canada,Ontario,Halton,Oakville,,,Oakville,geolocalization,2,priority
2978,17616159,51194207,US,2000-01-05,43.2557,-79.8711,CA,Canada,Ontario,Hamilton,Hamilton,,,Hamilton,geolocalization,1,priority
2988,17616158,51194207,US,2000-01-05,43.2178,-79.9873,CA,Canada,Ontario,Hamilton,Hamilton,,,Hamilton,geolocalization,1,priority
2824,27778873,413382688,CA,2000-01-05,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
2797,17616406,51194668,US,2000-01-05,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
2757,3353491,24004331,WO,2000-01-05,43.69,-79.3723,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,4,pct
2399,22504252,317953354,CA,2000-01-05,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,continual
3184,226050,4654039,CA,2000-01-05,43.808,-79.4591,CA,Canada,Ontario,York,Vaughan,,,Vaughan,geolocalization,2,priority
4297,17619736,51200808,US,2000-01-06,46.2222,-79.3664,CA,Canada,Ontario,Parry Sound,North Himsworth,,,North Himsworth,geolocalization,1,single
4530,226128,4655708,CA,2000-01-06,45.1475,-75.5677,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
4521,226127,4655704,CA,2000-01-06,49.2881,-123.126,CA,Canada,British Columbia,Greater Vancouver,Vancouver,,,Vancouver,geolocalization,1,priority
4515,226126,4655704,CA,2000-01-06,48.4726,-123.33,CA,Canada,British Columbia,Capital,Sidney,,,Sidney,geolocalization,1,priority
4405,17619827,51200939,US,2000-01-06,53.5516,-113.143,CA,Canada,Alberta,Division No. 11,Strathcona County,,,Strathcona County,geolocalization,1,priority
4311,17619825,51200939,US,2000-01-06,53.5516,-113.143,CA,Canada,Alberta,Division No. 11,Strathcona County,,,Strathcona County,geolocalization,1,priority
4238,191726,4321085,WO,2000-01-06,43.9704,-78.7447,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,single
4985,17615522,51192905,US,2000-01-06,43.808,-79.4591,CA,Canada,Ontario,York,Vaughan,,,Vaughan,geolocalization,1,priority
4188,191727,4321085,WO,2000-01-06,43.9207,-78.8526,CA,Canada,Ontario,Durham,Oshawa,,,Oshawa,geolocalization,1,single
4187,191728,4321085,WO,2000-01-06,43.9148,-78.7823,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,single
4186,191729,4321086,WO,2000-01-06,43.9148,-78.7823,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,single
4150,191730,4321086,WO,2000-01-06,43.9148,-78.7823,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,single
4136,191732,4321086,WO,2000-01-06,43.9704,-78.7447,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,single
4135,191731,4321086,WO,2000-01-06,43.9207,-78.8526,CA,Canada,Ontario,Durham,Oshawa,,,Oshawa,geolocalization,1,single
4036,17621844,51204815,US,2000-01-06,52.9399,-73.5491,CA,Canada,Québec,Nord-du-Québec,Baie-James,,,Baie-James,geolocalization,1,continual
4234,191722,4321075,WO,2000-01-06,49.2316,-122.885,CA,Canada,British Columbia,Greater Vancouver,Coquitlam,,,Coquitlam,geolocalization,2,pct
8321,191735,4321088,WO,2000-01-07,43.9148,-78.7823,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,priority
8323,17621295,51203882,US,2000-01-07,44.2312,-76.486,CA,Canada,Ontario,Frontenac,Kingston,,,Kingston,geolocalization,1,single
8324,17621294,51203882,US,2000-01-07,53.5412,-113.296,CA,Canada,Alberta,Division No. 11,Strathcona County,,,Strathcona County,geolocalization,1,single
8369,226068,4654110,CA,2000-01-07,46.7632,-71.3656,CA,Canada,Québec,Communauté-Urbaine-de-Québec,Sainte-Foy,,,Sainte-Foy,geolocalization,1,priority
8370,226069,4654110,CA,2000-01-07,46.8692,-71.2688,CA,Canada,Québec,Communauté-Urbaine-de-Québec,Charlesbourg,,,Charlesbourg,geolocalization,1,priority
8786,17621440,51204137,US,2000-01-07,45.533,-65.8322,CA,Canada,New Brunswick,Kings,Hampton Town,,,Hampton Town,geolocalization,1,continual
8372,226071,4654116,CA,2000-01-07,46.8625,-71.6186,CA,Canada,Québec,La Jacques-Cartier,Sainte-Catherine-de-la-Jacques-Cartier,,,Sainte-Catherine-de-la-Jacques-Cartier,geolocalization,1,single
8373,226072,4654119,CA,2000-01-07,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,3,priority
8320,191734,4321088,WO,2000-01-07,43.9207,-78.8526,CA,Canada,Ontario,Durham,Oshawa,,,Oshawa,geolocalization,1,priority
8787,17621441,51204137,US,2000-01-07,45.533,-65.8322,CA,Canada,New Brunswick,Kings,Hampton Town,,,Hampton Town,geolocalization,1,continual
8371,226070,4654115,CA,2000-01-07,43.9704,-78.7447,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,continual
8319,191733,4321088,WO,2000-01-07,43.9704,-78.7447,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,priority
8262,226096,4654576,CA,2000-01-07,43.7708,-79.5046,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,2,priority
8260,226094,4654576,CA,2000-01-07,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,2,priority
6199,251647,4976580,CA,2000-01-07,43.9704,-78.7447,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,single
6336,251648,4976580,CA,2000-01-07,43.9704,-78.7447,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,single
7290,17625347,51210423,US,2000-01-07,44.2312,-76.486,CA,Canada,Ontario,Frontenac,Kingston,,,Kingston,geolocalization,1,continual
7291,17625346,51210423,US,2000-01-07,44.2148,-76.9643,CA,Canada,Ontario,Lennox and Addington,Greater Napanee,,,Greater Napanee,geolocalization,1,continual
7319,17625348,51210423,US,2000-01-07,44.2312,-76.486,CA,Canada,Ontario,Frontenac,Kingston,,,Kingston,geolocalization,1,continual
6806,3109565,21292982,GB,2000-01-07,45.3088,-75.8987,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,2,priority
7539,17622679,51206179,US,2000-01-07,53.9333,-116.576,CA,Canada,Alberta,Division No. 14,Yellowhead County,,,Yellowhead County,geolocalization,1,priority
7635,17623516,51207528,US,2000-01-07,49.2827,-123.121,CA,Canada,British Columbia,Greater Vancouver,Vancouver,,,Vancouver,geolocalization,1,priority
8236,17625255,51210308,US,2000-01-07,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
8258,226077,4654126,CA,2000-01-07,43.2272,-79.7196,CA,Canada,Ontario,Hamilton,Hamilton,,,Hamilton,geolocalization,2,priority
7320,17625349,51210423,US,2000-01-07,44.2312,-76.486,CA,Canada,Ontario,Frontenac,Kingston,,,Kingston,geolocalization,1,continual
8980,17625740,51211086,US,2000-01-08,51.2538,-85.3232,CA,Canada,Ontario,Cochrane,"Cochrane, Unorganized, North Part",,,"Cochrane, Unorganized, North Part",geolocalization,1,single
10301,17626808,51212875,US,2000-01-10,53.5444,-113.491,CA,Canada,Alberta,Division No. 11,Edmonton,,,Edmonton,geolocalization,1,single
10403,17627368,51213766,US,2000-01-10,45.401,-71.8824,CA,Canada,Québec,La Région-Sherbrookoise,Sherbrooke,,,Sherbrooke,geolocalization,1,single
10332,17627436,51213898,US,2000-01-10,45.533,-65.8322,CA,Canada,New Brunswick,Kings,Hampton Town,,,Hampton Town,geolocalization,1,continual
10331,17627437,51213898,US,2000-01-10,45.533,-65.8322,CA,Canada,New Brunswick,Kings,Hampton Town,,,Hampton Town,geolocalization,1,continual
10405,17627426,51213878,US,2000-01-10,45.3088,-75.8987,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
10330,17627438,51213898,US,2000-01-10,45.533,-65.8322,CA,Canada,New Brunswick,Kings,Hampton Town,,,Hampton Town,geolocalization,1,continual
10300,17626809,51212875,US,2000-01-10,53.5444,-113.491,CA,Canada,Alberta,Division No. 11,Edmonton,,,Edmonton,geolocalization,1,single
9791,17621458,51204182,US,2000-01-10,49.1913,-122.849,CA,Canada,British Columbia,Greater Vancouver,Surrey,,,Surrey,geolocalization,1,single
10144,17628841,51216564,US,2000-01-10,48.5963,-123.417,CA,Canada,British Columbia,Capital,Central Saanich,,,Central Saanich,geolocalization,1,priority
10132,17628842,51216564,US,2000-01-10,48.4284,-123.366,CA,Canada,British Columbia,Capital,Victoria,,,Victoria,geolocalization,1,priority
9180,17630195,51219002,US,2000-01-10,43.4329,-80.0974,CA,Canada,Ontario,Wellington,Puslinch,,,Puslinch,geolocalization,1,priority
9179,17630196,51219002,US,2000-01-10,43.5231,-80.652,CA,Canada,Ontario,Waterloo,Wellesley,,,Wellesley,geolocalization,1,priority
9178,17630197,51219002,US,2000-01-10,43.5412,-80.5049,CA,Canada,Ontario,Waterloo,Woolwich,,,Woolwich,geolocalization,1,priority
10299,17626810,51212875,US,2000-01-10,53.5444,-113.491,CA,Canada,Alberta,Division No. 11,Edmonton,,,Edmonton,geolocalization,1,single
12892,17630656,51220029,US,2000-01-11,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
12337,17629350,51217620,US,2000-01-11,53.5444,-113.491,CA,Canada,Alberta,Division No. 11,Edmonton,,,Edmonton,geolocalization,1,priority
12322,17627839,51214612,US,2000-01-11,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,continual
12321,17627837,51214612,US,2000-01-11,45.472,-73.79899999999998,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Pointe-Claire,,,Pointe-Claire,geolocalization,1,continual
12302,17627838,51214612,US,2000-01-11,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,continual
12301,17627840,51214612,US,2000-01-11,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,continual
12259,17628504,51215887,US,2000-01-11,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,continual
12257,17628502,51215887,US,2000-01-11,43.589,-79.6441,CA,Canada,Ontario,Peel,Mississauga,,,Mississauga,geolocalization,1,continual
12232,17628500,51215887,US,2000-01-11,43.589,-79.6441,CA,Canada,Ontario,Peel,Mississauga,,,Mississauga,geolocalization,1,continual
12171,17633145,51224882,US,2000-01-11,53.5444,-113.491,CA,Canada,Alberta,Division No. 11,Edmonton,,,Edmonton,geolocalization,1,single
12169,17633143,51224882,US,2000-01-11,53.5444,-113.491,CA,Canada,Alberta,Division No. 11,Edmonton,,,Edmonton,geolocalization,1,single
12170,17633144,51224882,US,2000-01-11,53.5444,-113.491,CA,Canada,Alberta,Division No. 11,Edmonton,,,Edmonton,geolocalization,1,single
11965,226114,4655590,CA,2000-01-11,45.5361,-73.2079,CA,Canada,Québec,La Vallée-du-Richelieu,Otterburn Park,,,Otterburn Park,geolocalization,1,priority
11969,226124,4655695,CA,2000-01-11,43.4544,-80.5253,CA,Canada,Ontario,Waterloo,Waterloo,,,Waterloo,geolocalization,1,single
11970,226129,4655723,CA,2000-01-11,45.4553,-73.5486,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Verdun,,,Verdun,geolocalization,1,single
11891,17632741,51224110,US,2000-01-11,46.8712,-71.3854,CA,Canada,Québec,Communauté-Urbaine-de-Québec,Québec,,,Québec,geolocalization,1,single
11973,226131,4655726,CA,2000-01-11,49.2618,-123.102,CA,Canada,British Columbia,Greater Vancouver,Vancouver,,,Vancouver,geolocalization,1,single
11984,226108,4655436,CA,2000-01-11,45.5517,-73.5836,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,2,priority
12168,17633142,51224882,US,2000-01-11,53.5444,-113.491,CA,Canada,Alberta,Division No. 11,Edmonton,,,Edmonton,geolocalization,1,single
11971,226130,4655725,CA,2000-01-11,43.7413,-79.4185,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
14774,17633544,51225592,US,2000-01-12,45.46100000000001,-73.8904,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Pierrefonds,,,Pierrefonds,geolocalization,1,single
16062,17635575,51229391,US,2000-01-12,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
15271,17635872,51229826,US,2000-01-12,43.7615,-79.4111,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,tech_rel
14807,17633265,51225128,US,2000-01-12,48.4284,-123.366,CA,Canada,British Columbia,Capital,Victoria,,,Victoria,geolocalization,1,single
14806,17633266,51225128,US,2000-01-12,48.4284,-123.366,CA,Canada,British Columbia,Capital,Victoria,,,Victoria,geolocalization,1,single
14778,17633540,51225592,US,2000-01-12,45.4949,-73.8908,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,L'Île-Bizard,,,L'Île-Bizard,geolocalization,1,single
14776,17633542,51225592,US,2000-01-12,45.4949,-73.8908,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,L'Île-Bizard,,,L'Île-Bizard,geolocalization,1,single
14689,17632909,51224460,US,2000-01-12,43.589,-79.6441,CA,Canada,Ontario,Peel,Mississauga,,,Mississauga,geolocalization,1,priority
14585,17634061,51226620,US,2000-01-12,43.7615,-79.4111,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
14606,17634173,51226866,US,2000-01-12,43.808,-79.4591,CA,Canada,Ontario,York,Vaughan,,,Vaughan,geolocalization,1,priority
14579,17634063,51226620,US,2000-01-12,43.6205,-79.5132,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
14508,17633651,51225787,US,2000-01-12,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,continual
14507,17633652,51225787,US,2000-01-12,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,continual
14506,17633653,51225787,US,2000-01-12,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,continual
14486,17633650,51225787,US,2000-01-12,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,continual
13671,17634511,51227478,US,2000-01-12,45.4404,-73.24600000000002,CA,Canada,Québec,Rouville,Richelieu,,,Richelieu,geolocalization,1,priority
13644,17634633,51227673,US,2000-01-12,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
18421,17636278,51230481,US,2000-01-13,43.7315,-79.7624,CA,Canada,Ontario,Peel,Brampton,,,Brampton,geolocalization,1,single
18588,20529072,55814585,US,2000-01-13,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
18652,226134,4656228,CA,2000-01-13,52.1332,-106.67,CA,Canada,Saskatchewan,Division No. 11,Saskatoon,,,Saskatoon,geolocalization,2,priority
18653,226133,4656209,CA,2000-01-13,43.808,-79.4591,CA,Canada,Ontario,York,Vaughan,,,Vaughan,geolocalization,2,priority
18657,226116,4655638,CA,2000-01-13,43.8147,-79.4154,CA,Canada,Ontario,York,Markham,,,Markham,geolocalization,1,priority
18674,226137,4656425,CA,2000-01-13,52.2588,-113.819,CA,Canada,Alberta,Division No. 8,Red Deer,,,Red Deer,geolocalization,1,single
18685,226138,4656446,CA,2000-01-13,52.2446,-113.789,CA,Canada,Alberta,Division No. 8,Red Deer,,,Red Deer,geolocalization,2,priority
18413,17636289,51230499,US,2000-01-13,43.7615,-79.4111,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
18661,226135,4656364,CA,2000-01-13,45.2665,-72.148,CA,Canada,Québec,Memphrémagog,Magog Ville,,,Magog Ville,geolocalization,2,priority
18098,17634660,51227716,US,2000-01-13,43.589,-79.6441,CA,Canada,Ontario,Peel,Mississauga,,,Mississauga,geolocalization,1,continual
18141,17634972,51228255,US,2000-01-13,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,single
16921,17637941,51233312,US,2000-01-13,45.533,-65.8322,CA,Canada,New Brunswick,Kings,Hampton Town,,,Hampton Town,geolocalization,1,priority
17994,17635168,51228629,US,2000-01-13,45.5126,-73.6468,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Mont-Royal,,,Mont-Royal,geolocalization,1,continual
17054,1244566,12915020,DE,2000-01-13,43.3255,-79.79899999999998,CA,Canada,Ontario,Halton,Burlington,,,Burlington,geolocalization,2,tech_rel
16981,17638164,51233789,US,2000-01-13,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
16964,17638088,51233615,US,2000-01-13,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
16961,17638090,51233615,US,2000-01-13,43.7315,-79.7624,CA,Canada,Ontario,Peel,Brampton,,,Brampton,geolocalization,1,priority
16907,17637940,51233312,US,2000-01-13,43.9109,-78.7884,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,priority
16960,17638091,51233615,US,2000-01-13,43.7315,-79.7624,CA,Canada,Ontario,Peel,Brampton,,,Brampton,geolocalization,1,priority
16955,17637561,51232689,US,2000-01-13,49.1312,-121.96,CA,Canada,British Columbia,Fraser Valley,Chilliwack,,,Chilliwack,geolocalization,1,continual
17995,17635169,51228629,US,2000-01-13,45.5875,-73.597,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Saint-Léonard,,,Saint-Léonard,geolocalization,1,continual
22120,226139,4656465,CA,2000-01-14,52.1585,-106.593,CA,Canada,Saskatchewan,Division No. 11,Saskatoon,,,Saskatoon,geolocalization,1,priority
22104,226140,4656466,CA,2000-01-14,51.3318,-107.447,CA,Canada,Saskatchewan,Division No. 12,Dinsmore,,,Dinsmore,geolocalization,2,priority
22099,226161,4656563,CA,2000-01-14,49.2641,-123.149,CA,Canada,British Columbia,Greater Vancouver,Vancouver,,,Vancouver,geolocalization,1,priority
22121,226123,4655688,CA,2000-01-14,52.9399,-106.451,CA,Canada,Saskatchewan,Division No. 16,Leask No. 464,,,Leask No. 464,geolocalization,2,priority
22097,226147,4656472,CA,2000-01-14,43.9704,-78.7447,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,priority
22096,226146,4656470,CA,2000-01-14,43.9704,-78.7447,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,priority
21205,17641726,51240424,US,2000-01-14,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,continual
21204,17641725,51240424,US,2000-01-14,45.5017,-73.5673,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,continual
22098,226160,4656562,CA,2000-01-14,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,3,priority
22422,17636560,51230985,US,2000-01-14,43.808,-79.4591,CA,Canada,Ontario,York,Vaughan,,,Vaughan,geolocalization,1,priority
22503,17636457,51230772,US,2000-01-14,47.5206,-52.8077,CA,Canada,Newfoundland and Labrador,Division No. 1,Mount Pearl,,,Mount Pearl,geolocalization,1,single
22425,17636535,51230932,US,2000-01-14,43.8561,-79.337,CA,Canada,Ontario,York,Markham,,,Markham,geolocalization,1,tech_rel
22506,17636455,51230766,US,2000-01-14,47.5206,-52.8077,CA,Canada,Newfoundland and Labrador,Division No. 1,Mount Pearl,,,Mount Pearl,geolocalization,1,single
22508,17636449,51230758,US,2000-01-14,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
22545,17638704,51235040,US,2000-01-14,43.2178,-79.9873,CA,Canada,Ontario,Hamilton,Hamilton,,,Hamilton,geolocalization,1,continual
22555,17638909,51235459,US,2000-01-14,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,single
22574,17638877,51235360,US,2000-01-14,43.6912,-79.3417,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
